A1BG--ITIH4	Liver=[count:3=pct:2.5]
GMDS-AS1--GMDS	Salivary_Gland=[count:2=pct:5.1],Thyroid=[count:1=pct:0.6],Small_Intestine=[count:1=pct:1.8]
GMIP--DHX34	Blood=[count:14=pct:8.0],Whole_Blood=[count:3=pct:2.3]
GMIP--GRAMD1A	Blood=[count:5=pct:2.9],Whole_Blood=[count:3=pct:2.3]
GMPR--UBB	Blood=[count:1=pct:0.6],Whole_Blood=[count:1=pct:0.8]
GNA12--ADH1B	Adipose_Tissue=[count:3=pct:1.0]
GNA12--RNPC3	Pituitary=[count:1=pct:1.9],Small_Intestine=[count:1=pct:1.8]
GNAQ--OSTF1	Blood=[count:3=pct:1.7],Whole_Blood=[count:1=pct:0.8],Spleen=[count:1=pct:0.9]
GNG10--UGCG	Brain=[count:10=pct:1.5],Blood=[count:7=pct:4.0],Adipose_Tissue=[count:5=pct:1.7],Lung=[count:2=pct:1.2],Whole_Blood=[count:2=pct:1.5],Uterus=[count:1=pct:2.3],Esophagus=[count:1=pct:0.2],Skin=[count:1=pct:0.3],Prostate=[count:1=pct:1.6],Thyroid=[count:1=pct:0.6]
GOLGA4--LRRFIP2	Heart=[count:3=pct:1.2],Skin=[count:2=pct:0.6],Colon=[count:1=pct:0.5],Esophagus=[count:1=pct:0.2]
GP2--AMY2A	Pancreas=[count:5=pct:2.8]
GP2--CEL	Pancreas=[count:3=pct:1.7]
GP2--CELA3A	Pancreas=[count:4=pct:2.2]
GP2--CELA3B	Pancreas=[count:2=pct:1.1]
GP2--CPA1	Pancreas=[count:7=pct:3.9]
GP2--CPA2	Pancreas=[count:8=pct:4.4]
GP2--CPB1	Pancreas=[count:2=pct:1.1]
GP2--CTRB1	Pancreas=[count:14=pct:7.7]
GP2--CTRB2	Pancreas=[count:3=pct:1.7]
GP2--P4HB	Pancreas=[count:2=pct:1.1]
GP2--PNLIPRP1	Pancreas=[count:3=pct:1.7]
GP2--PNLIPRP2	Pancreas=[count:3=pct:1.7]
GP2--PRSS1	Pancreas=[count:21=pct:11.6]
GP2--PRSS3	Pancreas=[count:12=pct:6.6]
GP2--REG1A	Pancreas=[count:5=pct:2.8]
GP2--REG1P	Pancreas=[count:2=pct:1.1]
GP2--SPINK1	Pancreas=[count:2=pct:1.1]
GPR132--EPS15	Spleen=[count:1=pct:0.9],Blood_Vessel=[count:1=pct:0.3]
GPR135--CCDC175	Brain=[count:2=pct:0.3]
GPR137B--EDARADD	Nerve=[count:12=pct:7.1],Brain=[count:4=pct:0.6],Adipose_Tissue=[count:1=pct:0.3]
GPR141--ELMO1	Blood=[count:1=pct:0.6],Blood_Vessel=[count:1=pct:0.3]
GTDC1--ARHGAP15	Nerve=[count:4=pct:2.4],Blood=[count:4=pct:2.3],Heart=[count:1=pct:0.4],Spleen=[count:1=pct:0.9]
GTDC1--ZEB2	Brain=[count:6=pct:0.9],Blood_Vessel=[count:3=pct:0.8],Adipose_Tissue=[count:1=pct:0.3],Breast=[count:1=pct:0.9]
GUK1--ARF1	Blood=[count:9=pct:5.2],Whole_Blood=[count:7=pct:5.3],Blood_Vessel=[count:1=pct:0.3],Lung=[count:1=pct:0.6]
GUK1--GLUL	Whole_Blood=[count:1=pct:0.8],Blood=[count:1=pct:0.6]
HBA1--CD74	Whole_Blood=[count:1=pct:0.8],Blood=[count:1=pct:0.6]
HBA1--HBB	Whole_Blood=[count:16=pct:12.1],Blood=[count:15=pct:8.6],Spleen=[count:3=pct:2.7],Lung=[count:1=pct:0.6]
HBA1--SLC9A7	Blood=[count:5=pct:2.9],Whole_Blood=[count:3=pct:2.3]
HBA1--TCIRG1	Whole_Blood=[count:1=pct:0.8],Blood=[count:1=pct:0.6]
HBA2--ACTB	Blood=[count:2=pct:1.1],Whole_Blood=[count:1=pct:0.8]
HBA2--ARAF	Blood=[count:3=pct:1.7],Whole_Blood=[count:2=pct:1.5]
HBA2--BRSK1	Blood=[count:3=pct:1.7],Whole_Blood=[count:1=pct:0.8]
HBA2--FKBP8	Blood=[count:2=pct:1.1]
HBA2--HBB	Blood=[count:126=pct:72.4],Whole_Blood=[count:97=pct:73.5],Brain=[count:1=pct:0.2]
HBA2--KIAA0513	Blood=[count:1=pct:0.6],Whole_Blood=[count:1=pct:0.8]
HBA2--MBOAT7	Whole_Blood=[count:2=pct:1.5]
HBA2--NPEPPS	Blood=[count:5=pct:2.9],Whole_Blood=[count:3=pct:2.3]
HBA2--PSAP	Whole_Blood=[count:3=pct:2.3],Blood=[count:1=pct:0.6]
HBA2--S100A11	Blood=[count:2=pct:1.1]
HBA2--S100A9	Blood=[count:10=pct:5.7],Whole_Blood=[count:4=pct:3.0]
HBA2--SLC25A37	Whole_Blood=[count:2=pct:1.5]
HBA2--SLC6A8	Blood=[count:3=pct:1.7]
HBA2--UBB	Blood=[count:6=pct:3.4],Whole_Blood=[count:1=pct:0.8],Spleen=[count:1=pct:0.9]
HBB--ATP1A3	Blood=[count:2=pct:1.1],Whole_Blood=[count:1=pct:0.8]
HBB--CNNM2	Blood=[count:2=pct:1.1]
HBB--DRP2	Whole_Blood=[count:2=pct:1.5]
HBB--HBA1	Blood=[count:8=pct:4.6],Whole_Blood=[count:7=pct:5.3],Lung=[count:1=pct:0.6]
HBB--HBA2	Blood=[count:130=pct:74.7],Whole_Blood=[count:105=pct:79.5],Adipose_Tissue=[count:1=pct:0.3],Spleen=[count:1=pct:0.9],Lung=[count:1=pct:0.6]
HBB--P4HTM	Blood=[count:2=pct:1.1]
HBB--RPL7A	Whole_Blood=[count:1=pct:0.8],Blood=[count:1=pct:0.6]
HBB--S100A9	Blood=[count:6=pct:3.4],Whole_Blood=[count:1=pct:0.8]
HBB--SLC9A3R1	Whole_Blood=[count:2=pct:1.5]
HBB--STXBP2	Blood=[count:2=pct:1.1],Whole_Blood=[count:1=pct:0.8]
HBB--UBB	Blood=[count:1=pct:0.6],Whole_Blood=[count:1=pct:0.8]
HCAR2--TMEM167A	Testis=[count:3=pct:2.9]
HCFC1--IGH@	Salivary_Gland=[count:1=pct:2.6],Stomach=[count:1=pct:1.1]
HECTD4--UBB	Whole_Blood=[count:1=pct:0.8],Blood=[count:1=pct:0.6]
HGS--TNNT2	Heart=[count:6=pct:2.4]
HIATL1--RP11-307E17.8	Small_Intestine=[count:1=pct:1.8],Skin=[count:1=pct:0.3],Blood_Vessel=[count:1=pct:0.3]
HIC2--PI4KA	Colon=[count:1=pct:0.5],Lung=[count:1=pct:0.6]
HIP1--CCL26	Heart=[count:3=pct:1.2],Blood_Vessel=[count:2=pct:0.5],Esophagus=[count:1=pct:0.2],Adipose_Tissue=[count:1=pct:0.3],Blood=[count:1=pct:0.6],Pancreas=[count:1=pct:0.6],Spleen=[count:1=pct:0.9],Colon=[count:1=pct:0.5],Lung=[count:1=pct:0.6]
HIP1R--PTGDS	Brain=[count:2=pct:0.3]
HIPK2--NDUFB2	Muscle=[count:1=pct:0.4],Lung=[count:1=pct:0.6]
HK1--ACTG1	Blood_Vessel=[count:1=pct:0.3],Muscle=[count:1=pct:0.4]
HOXB3--C9orf3	Esophagus=[count:1=pct:0.2],Blood_Vessel=[count:1=pct:0.3]
HOXD-AS2--MTX2	Blood_Vessel=[count:2=pct:0.5]
HP--FGA	Liver=[count:2=pct:1.7]
HP1BP3--CAPZB	Small_Intestine=[count:1=pct:1.8],Blood=[count:1=pct:0.6],Esophagus=[count:1=pct:0.2]
HPN-AS1--LGI4	Nerve=[count:18=pct:10.6],Esophagus=[count:4=pct:1.0],Colon=[count:3=pct:1.6],Blood_Vessel=[count:1=pct:0.3],Prostate=[count:1=pct:1.6]
HPS1--CHMP1A	Adrenal_Gland=[count:1=pct:1.2],Whole_Blood=[count:1=pct:0.8]
HPX--SAA1	Liver=[count:3=pct:2.5]
HSD3B2--GNAS	Adrenal_Gland=[count:2=pct:2.4]
HSF2--SERINC1	Muscle=[count:2=pct:0.9]
HSPA1A--HBA2	Blood=[count:4=pct:2.3],Whole_Blood=[count:2=pct:1.5]
HSPA1B--UBB	Whole_Blood=[count:2=pct:1.5],Blood=[count:1=pct:0.6],Spleen=[count:1=pct:0.9]
HSPB1--KRT13	Vagina=[count:1=pct:1.8],Esophagus=[count:1=pct:0.2]
HSPBP1--ZSWIM6	Brain=[count:24=pct:3.6],Esophagus=[count:6=pct:1.5],Testis=[count:4=pct:3.8],Lung=[count:4=pct:2.4],Adipose_Tissue=[count:4=pct:1.3],Skin=[count:3=pct:1.0],Muscle=[count:3=pct:1.3],Thyroid=[count:2=pct:1.1],Blood_Vessel=[count:2=pct:0.5],Nerve=[count:2=pct:1.2],Heart=[count:2=pct:0.8],Ovary=[count:2=pct:3.8],Adrenal_Gland=[count:1=pct:1.2],Colon=[count:1=pct:0.5],Prostate=[count:1=pct:1.6],Vagina=[count:1=pct:1.8],Uterus=[count:1=pct:2.3]
IFITM1--CDC42SE1	Whole_Blood=[count:1=pct:0.8],Blood=[count:1=pct:0.6]
IFITM1--DHX34	Whole_Blood=[count:1=pct:0.8],Blood=[count:1=pct:0.6]
IFITM1--SLC26A6	Whole_Blood=[count:2=pct:1.5]
IFITM2--DHX34	Blood=[count:2=pct:1.1]
IFITM2--HBA2	Whole_Blood=[count:3=pct:2.3],Blood=[count:2=pct:1.1]
IFITM2--PGK1	Blood=[count:1=pct:0.6],Whole_Blood=[count:1=pct:0.8]
IFITM2--SLC26A6	Whole_Blood=[count:2=pct:1.5]
IFNGR1--PEX7	Skin=[count:1=pct:0.3],Adipose_Tissue=[count:1=pct:0.3]
IFT140--HACE1	Esophagus=[count:2=pct:0.5]
IGF2R--DYNLT1	Blood=[count:1=pct:0.6],Testis=[count:1=pct:1.0]
IGH@--AC096579.7	Spleen=[count:2=pct:1.8],Colon=[count:1=pct:0.5],Stomach=[count:1=pct:1.1],Salivary_Gland=[count:1=pct:2.6]
IGH@--B2M	Spleen=[count:4=pct:3.6]
IGH@--IGL@	Spleen=[count:13=pct:11.6],Colon=[count:6=pct:3.1],Salivary_Gland=[count:3=pct:7.7],Thyroid=[count:2=pct:1.1],Small_Intestine=[count:1=pct:1.8],Breast=[count:1=pct:0.9],Lung=[count:1=pct:0.6],Whole_Blood=[count:1=pct:0.8],Stomach=[count:1=pct:1.1],Adipose_Tissue=[count:1=pct:0.3],Esophagus=[count:1=pct:0.2],Blood=[count:1=pct:0.6]
IGH@--PGA3	Stomach=[count:4=pct:4.5]
IGH@--PGA4	Stomach=[count:6=pct:6.7]
IGHV1-17--RP11-731F5.2	Breast=[count:1=pct:0.9],Whole_Blood=[count:1=pct:0.8],Blood=[count:1=pct:0.6]
IGHV1-67--RP11-731F5.2	Thyroid=[count:1=pct:0.6],Salivary_Gland=[count:1=pct:2.6],Esophagus=[count:1=pct:0.2]
IGKC--IGH@	Spleen=[count:3=pct:2.7],Small_Intestine=[count:1=pct:1.8],Thyroid=[count:1=pct:0.6],Stomach=[count:1=pct:1.1]
IGKJ3--IGL@	Spleen=[count:2=pct:1.8],Esophagus=[count:1=pct:0.2]
IGKJ4--IGL@	Colon=[count:3=pct:1.6],Blood=[count:1=pct:0.6],Spleen=[count:1=pct:0.9],Thyroid=[count:1=pct:0.6],Lung=[count:1=pct:0.6],Whole_Blood=[count:1=pct:0.8],Salivary_Gland=[count:1=pct:2.6]
IGKV1-16--AC096579.7	Liver=[count:1=pct:0.8],Lung=[count:1=pct:0.6]
IGKV1-16--IGKJ4	Thyroid=[count:1=pct:0.6],Lung=[count:1=pct:0.6],Adipose_Tissue=[count:1=pct:0.3],Blood_Vessel=[count:1=pct:0.3]
IGKV1-27--AC096579.13	Blood_Vessel=[count:1=pct:0.3],Breast=[count:1=pct:0.9]
IGKV1-27--AC096579.7	Blood_Vessel=[count:2=pct:0.5],Esophagus=[count:2=pct:0.5],Lung=[count:1=pct:0.6],Whole_Blood=[count:1=pct:0.8],Adipose_Tissue=[count:1=pct:0.3],Blood=[count:1=pct:0.6]
IGKV1-27--IGKJ3	Blood_Vessel=[count:2=pct:0.5],Pancreas=[count:1=pct:0.6],Adipose_Tissue=[count:1=pct:0.3],Spleen=[count:1=pct:0.9],Stomach=[count:1=pct:1.1]
IGKV1-27--IGKJ4	Thyroid=[count:1=pct:0.6],Skin=[count:1=pct:0.3],Blood_Vessel=[count:1=pct:0.3]
IGKV1-33--AC096579.13	Blood_Vessel=[count:2=pct:0.5],Blood=[count:2=pct:1.1],Breast=[count:1=pct:0.9],Liver=[count:1=pct:0.8],Lung=[count:1=pct:0.6],Skin=[count:1=pct:0.3],Thyroid=[count:1=pct:0.6],Colon=[count:1=pct:0.5],Adipose_Tissue=[count:1=pct:0.3],Heart=[count:1=pct:0.4],Nerve=[count:1=pct:0.6]
IGKV1-33--AC096579.7	Esophagus=[count:2=pct:0.5],Thyroid=[count:1=pct:0.6]
IGKV1-33--IGKJ3	Blood=[count:2=pct:1.1],Stomach=[count:2=pct:2.2],Nerve=[count:1=pct:0.6],Vagina=[count:1=pct:1.8],Blood_Vessel=[count:1=pct:0.3],Esophagus=[count:1=pct:0.2],Adipose_Tissue=[count:1=pct:0.3],Salivary_Gland=[count:1=pct:2.6],Whole_Blood=[count:1=pct:0.8],Lung=[count:1=pct:0.6],Breast=[count:1=pct:0.9],Adrenal_Gland=[count:1=pct:1.2]
IGKV1-33--IGKJ4	Esophagus=[count:4=pct:1.0],Blood_Vessel=[count:3=pct:0.8],Adipose_Tissue=[count:3=pct:1.0],Blood=[count:2=pct:1.1],Breast=[count:2=pct:1.8],Whole_Blood=[count:2=pct:1.5],Stomach=[count:1=pct:1.1],Prostate=[count:1=pct:1.6]
IGKV1-33--IGKJ5	Lung=[count:8=pct:4.8],Spleen=[count:7=pct:6.2],Stomach=[count:5=pct:5.6],Esophagus=[count:5=pct:1.2],Breast=[count:4=pct:3.6],Salivary_Gland=[count:2=pct:5.1],Colon=[count:1=pct:0.5],Thyroid=[count:1=pct:0.6],Whole_Blood=[count:1=pct:0.8],Prostate=[count:1=pct:1.6],Small_Intestine=[count:1=pct:1.8],Cervix_Uteri=[count:1=pct:12.5],Brain=[count:1=pct:0.2],Adipose_Tissue=[count:1=pct:0.3],Vagina=[count:1=pct:1.8],Blood_Vessel=[count:1=pct:0.3]
IGKV1-39--AC096579.13	Blood_Vessel=[count:9=pct:2.4],Lung=[count:4=pct:2.4],Thyroid=[count:4=pct:2.3],Stomach=[count:3=pct:3.4],Nerve=[count:2=pct:1.2],Adipose_Tissue=[count:2=pct:0.7],Esophagus=[count:2=pct:0.5],Whole_Blood=[count:1=pct:0.8],Prostate=[count:1=pct:1.6],Bladder=[count:1=pct:11.1],Fallopian_Tube=[count:1=pct:16.7],Breast=[count:1=pct:0.9],Adrenal_Gland=[count:1=pct:1.2],Small_Intestine=[count:1=pct:1.8]
IGKV1-39--AC096579.7	Lung=[count:3=pct:1.8],Blood_Vessel=[count:2=pct:0.5],Adipose_Tissue=[count:1=pct:0.3],Blood=[count:1=pct:0.6],Heart=[count:1=pct:0.4],Nerve=[count:1=pct:0.6],Adrenal_Gland=[count:1=pct:1.2],Skin=[count:1=pct:0.3],Whole_Blood=[count:1=pct:0.8]
IGKV1-39--IGKJ3	Lung=[count:7=pct:4.2],Adipose_Tissue=[count:4=pct:1.3],Esophagus=[count:3=pct:0.7],Stomach=[count:3=pct:3.4],Blood=[count:2=pct:1.1],Blood_Vessel=[count:2=pct:0.5],Spleen=[count:2=pct:1.8],Ovary=[count:1=pct:1.9],Breast=[count:1=pct:0.9],Thyroid=[count:1=pct:0.6],Bladder=[count:1=pct:11.1],Whole_Blood=[count:1=pct:0.8]
IGKV1-39--IGKJ4	Blood_Vessel=[count:6=pct:1.6],Esophagus=[count:3=pct:0.7],Blood=[count:2=pct:1.1],Skin=[count:2=pct:0.6],Whole_Blood=[count:2=pct:1.5],Lung=[count:2=pct:1.2],Thyroid=[count:2=pct:1.1],Heart=[count:1=pct:0.4],Adipose_Tissue=[count:1=pct:0.3],Testis=[count:1=pct:1.0],Small_Intestine=[count:1=pct:1.8]
IGKV1-39--IGKJ5	Thyroid=[count:7=pct:4.0],Blood=[count:2=pct:1.1],Spleen=[count:2=pct:1.8],Stomach=[count:2=pct:2.2],Whole_Blood=[count:2=pct:1.5],Lung=[count:2=pct:1.2],Adipose_Tissue=[count:1=pct:0.3],Esophagus=[count:1=pct:0.2],Blood_Vessel=[count:1=pct:0.3],Salivary_Gland=[count:1=pct:2.6],Small_Intestine=[count:1=pct:1.8]
IGKV1D-43--AC096579.7	Skin=[count:1=pct:0.3],Liver=[count:1=pct:0.8],Pancreas=[count:1=pct:0.6]
IGKV1OR22-5--IGKJ5	Thyroid=[count:1=pct:0.6],Lung=[count:1=pct:0.6]
IGKV2-24--AC096579.13	Blood=[count:3=pct:1.7],Lung=[count:3=pct:1.8],Adipose_Tissue=[count:2=pct:0.7],Thyroid=[count:2=pct:1.1],Stomach=[count:2=pct:2.2],Blood_Vessel=[count:1=pct:0.3],Spleen=[count:1=pct:0.9],Cervix_Uteri=[count:1=pct:12.5]
IGKV2-24--AC096579.7	Esophagus=[count:5=pct:1.2],Blood_Vessel=[count:4=pct:1.1],Whole_Blood=[count:2=pct:1.5],Nerve=[count:2=pct:1.2],Pituitary=[count:1=pct:1.9],Liver=[count:1=pct:0.8],Prostate=[count:1=pct:1.6],Uterus=[count:1=pct:2.3],Adipose_Tissue=[count:1=pct:0.3]
IGKV2-24--IGKJ3	Blood=[count:1=pct:0.6],Whole_Blood=[count:1=pct:0.8]
IGKV2-24--IGKJ4	Lung=[count:1=pct:0.6],Adipose_Tissue=[count:1=pct:0.3],Esophagus=[count:1=pct:0.2],Blood=[count:1=pct:0.6],Spleen=[count:1=pct:0.9]
IGKV2-24--IGKJ5	Spleen=[count:3=pct:2.7],Lung=[count:2=pct:1.2],Blood_Vessel=[count:1=pct:0.3],Breast=[count:1=pct:0.9],Bladder=[count:1=pct:11.1],Colon=[count:1=pct:0.5]
IGKV2-28--AC096579.13	Esophagus=[count:17=pct:4.2],Blood_Vessel=[count:11=pct:3.0],Lung=[count:7=pct:4.2],Whole_Blood=[count:7=pct:5.3],Blood=[count:7=pct:4.0],Breast=[count:5=pct:4.5],Adipose_Tissue=[count:5=pct:1.7],Thyroid=[count:4=pct:2.3],Colon=[count:4=pct:2.1],Vagina=[count:4=pct:7.3],Salivary_Gland=[count:3=pct:7.7],Liver=[count:2=pct:1.7],Adrenal_Gland=[count:2=pct:2.4],Testis=[count:2=pct:1.9],Nerve=[count:2=pct:1.2],Heart=[count:2=pct:0.8],Spleen=[count:2=pct:1.8],Prostate=[count:1=pct:1.6],Stomach=[count:1=pct:1.1],Skin=[count:1=pct:0.3],Small_Intestine=[count:1=pct:1.8],Pituitary=[count:1=pct:1.9],Pancreas=[count:1=pct:0.6]
IGKV2-28--AC096579.7	Esophagus=[count:6=pct:1.5],Adipose_Tissue=[count:4=pct:1.3],Lung=[count:3=pct:1.8],Adrenal_Gland=[count:3=pct:3.5],Nerve=[count:3=pct:1.8],Blood_Vessel=[count:3=pct:0.8],Thyroid=[count:2=pct:1.1],Breast=[count:2=pct:1.8],Ovary=[count:2=pct:3.8],Liver=[count:1=pct:0.8],Whole_Blood=[count:1=pct:0.8],Brain=[count:1=pct:0.2],Heart=[count:1=pct:0.4],Spleen=[count:1=pct:0.9],Blood=[count:1=pct:0.6]
IGKV2-28--IGKJ3	Lung=[count:7=pct:4.2],Esophagus=[count:5=pct:1.2],Breast=[count:5=pct:4.5],Adipose_Tissue=[count:3=pct:1.0],Blood_Vessel=[count:3=pct:0.8],Stomach=[count:3=pct:3.4],Adrenal_Gland=[count:2=pct:2.4],Whole_Blood=[count:2=pct:1.5],Salivary_Gland=[count:2=pct:5.1],Blood=[count:1=pct:0.6],Spleen=[count:1=pct:0.9],Vagina=[count:1=pct:1.8],Ovary=[count:1=pct:1.9],Small_Intestine=[count:1=pct:1.8],Colon=[count:1=pct:0.5],Prostate=[count:1=pct:1.6]
IGKV2-28--IGKJ4	Adipose_Tissue=[count:4=pct:1.3],Lung=[count:3=pct:1.8],Blood_Vessel=[count:2=pct:0.5],Thyroid=[count:2=pct:1.1],Spleen=[count:1=pct:0.9],Esophagus=[count:1=pct:0.2],Pancreas=[count:1=pct:0.6],Adrenal_Gland=[count:1=pct:1.2],Stomach=[count:1=pct:1.1],Whole_Blood=[count:1=pct:0.8],Salivary_Gland=[count:1=pct:2.6],Fallopian_Tube=[count:1=pct:16.7]
IGKV2-28--IGKJ5	Esophagus=[count:8=pct:2.0],Lung=[count:7=pct:4.2],Breast=[count:6=pct:5.4],Small_Intestine=[count:5=pct:9.1],Blood=[count:5=pct:2.9],Adipose_Tissue=[count:4=pct:1.3],Blood_Vessel=[count:4=pct:1.1],Thyroid=[count:3=pct:1.7],Colon=[count:3=pct:1.6],Whole_Blood=[count:3=pct:2.3],Stomach=[count:2=pct:2.2],Liver=[count:2=pct:1.7],Salivary_Gland=[count:2=pct:5.1],Adrenal_Gland=[count:2=pct:2.4],Spleen=[count:2=pct:1.8],Prostate=[count:1=pct:1.6],Skin=[count:1=pct:0.3],Testis=[count:1=pct:1.0],Kidney=[count:1=pct:7.1]
IGKV2-29--AC096579.7	Adipose_Tissue=[count:2=pct:0.7],Stomach=[count:1=pct:1.1],Liver=[count:1=pct:0.8],Nerve=[count:1=pct:0.6],Ovary=[count:1=pct:1.9],Esophagus=[count:1=pct:0.2]
IGKV2-30--AC096579.13	Blood_Vessel=[count:6=pct:1.6],Lung=[count:6=pct:3.6],Stomach=[count:5=pct:5.6],Blood=[count:3=pct:1.7],Adipose_Tissue=[count:3=pct:1.0],Esophagus=[count:3=pct:0.7],Adrenal_Gland=[count:3=pct:3.5],Nerve=[count:2=pct:1.2],Colon=[count:2=pct:1.0],Liver=[count:2=pct:1.7],Whole_Blood=[count:2=pct:1.5],Heart=[count:1=pct:0.4],Pancreas=[count:1=pct:0.6],Vagina=[count:1=pct:1.8],Spleen=[count:1=pct:0.9],Pituitary=[count:1=pct:1.9],Small_Intestine=[count:1=pct:1.8],Breast=[count:1=pct:0.9]
IGKV2-30--AC096579.7	Blood=[count:3=pct:1.7],Blood_Vessel=[count:3=pct:0.8],Pituitary=[count:1=pct:1.9],Lung=[count:1=pct:0.6],Whole_Blood=[count:1=pct:0.8],Adipose_Tissue=[count:1=pct:0.3],Esophagus=[count:1=pct:0.2],Pancreas=[count:1=pct:0.6],Cervix_Uteri=[count:1=pct:12.5]
IGKV2-30--IGKJ3	Blood=[count:2=pct:1.1],Spleen=[count:1=pct:0.9],Lung=[count:1=pct:0.6]
IGKV2-30--IGKJ4	Lung=[count:2=pct:1.2],Esophagus=[count:2=pct:0.5],Liver=[count:1=pct:0.8],Whole_Blood=[count:1=pct:0.8],Breast=[count:1=pct:0.9],Nerve=[count:1=pct:0.6],Blood=[count:1=pct:0.6],Spleen=[count:1=pct:0.9],Uterus=[count:1=pct:2.3]
IGKV2-30--IGKJ5	Blood=[count:4=pct:2.3],Spleen=[count:3=pct:2.7],Esophagus=[count:3=pct:0.7],Small_Intestine=[count:2=pct:3.6],Thyroid=[count:2=pct:1.1],Blood_Vessel=[count:1=pct:0.3],Stomach=[count:1=pct:1.1],Lung=[count:1=pct:0.6],Fallopian_Tube=[count:1=pct:16.7],Colon=[count:1=pct:0.5]
IGKV2-40--IGKJ3	Blood_Vessel=[count:1=pct:0.3],Thyroid=[count:1=pct:0.6]
IGKV2-40--IGKJ4	Thyroid=[count:2=pct:1.1],Breast=[count:1=pct:0.9],Lung=[count:1=pct:0.6],Blood_Vessel=[count:1=pct:0.3],Spleen=[count:1=pct:0.9],Adipose_Tissue=[count:1=pct:0.3]
IGKV2-40--IGKJ5	Adrenal_Gland=[count:1=pct:1.2],Lung=[count:1=pct:0.6],Blood_Vessel=[count:1=pct:0.3]
IGKV2D-29--AC096579.7	Blood_Vessel=[count:1=pct:0.3],Blood=[count:1=pct:0.6],Adipose_Tissue=[count:1=pct:0.3],Ovary=[count:1=pct:1.9],Small_Intestine=[count:1=pct:1.8],Lung=[count:1=pct:0.6]
IGKV2D-29--IGKJ5	Blood_Vessel=[count:3=pct:0.8],Spleen=[count:2=pct:1.8],Thyroid=[count:1=pct:0.6],Whole_Blood=[count:1=pct:0.8],Lung=[count:1=pct:0.6]
IGKV2OR22-4--AC096579.13	Salivary_Gland=[count:1=pct:2.6],Liver=[count:1=pct:0.8]
IGKV3-15--AC096579.13	Adipose_Tissue=[count:2=pct:0.7],Thyroid=[count:2=pct:1.1]
IGKV3-15--AC096579.7	Adrenal_Gland=[count:1=pct:1.2],Testis=[count:1=pct:1.0],Lung=[count:1=pct:0.6],Adipose_Tissue=[count:1=pct:0.3],Ovary=[count:1=pct:1.9]
IGKV3-15--IGKJ3	Lung=[count:2=pct:1.2],Esophagus=[count:1=pct:0.2]
IGKV3-15--IGKJ4	Blood=[count:4=pct:2.3],Whole_Blood=[count:3=pct:2.3],Blood_Vessel=[count:2=pct:0.5],Adrenal_Gland=[count:1=pct:1.2],Salivary_Gland=[count:1=pct:2.6],Liver=[count:1=pct:0.8],Skin=[count:1=pct:0.3],Stomach=[count:1=pct:1.1],Esophagus=[count:1=pct:0.2],Adipose_Tissue=[count:1=pct:0.3],Ovary=[count:1=pct:1.9]
IGKV3-15--IGKJ5	Spleen=[count:1=pct:0.9],Blood_Vessel=[count:1=pct:0.3],Vagina=[count:1=pct:1.8],Heart=[count:1=pct:0.4],Skin=[count:1=pct:0.3]
IGKV3-20--AC096579.13	Lung=[count:2=pct:1.2],Nerve=[count:2=pct:1.2],Blood_Vessel=[count:2=pct:0.5],Thyroid=[count:1=pct:0.6],Whole_Blood=[count:1=pct:0.8],Salivary_Gland=[count:1=pct:2.6],Ovary=[count:1=pct:1.9],Heart=[count:1=pct:0.4],Adipose_Tissue=[count:1=pct:0.3],Esophagus=[count:1=pct:0.2]
IGKV3-20--AC096579.7	Esophagus=[count:3=pct:0.7],Adipose_Tissue=[count:2=pct:0.7],Blood=[count:2=pct:1.1],Whole_Blood=[count:2=pct:1.5],Blood_Vessel=[count:1=pct:0.3],Vagina=[count:1=pct:1.8],Ovary=[count:1=pct:1.9],Brain=[count:1=pct:0.2],Heart=[count:1=pct:0.4],Thyroid=[count:1=pct:0.6],Prostate=[count:1=pct:1.6],Liver=[count:1=pct:0.8],Salivary_Gland=[count:1=pct:2.6]
IGKV3-20--IGKJ3	Brain=[count:1=pct:0.2],Cervix_Uteri=[count:1=pct:12.5],Esophagus=[count:1=pct:0.2],Salivary_Gland=[count:1=pct:2.6],Stomach=[count:1=pct:1.1],Whole_Blood=[count:1=pct:0.8],Thyroid=[count:1=pct:0.6]
IGKV3-20--IGKJ4	Thyroid=[count:2=pct:1.1],Whole_Blood=[count:2=pct:1.5],Prostate=[count:1=pct:1.6],Lung=[count:1=pct:0.6],Small_Intestine=[count:1=pct:1.8],Breast=[count:1=pct:0.9],Adipose_Tissue=[count:1=pct:0.3],Spleen=[count:1=pct:0.9]
IGKV3-20--IGKJ5	Lung=[count:3=pct:1.8],Adipose_Tissue=[count:2=pct:0.7],Small_Intestine=[count:2=pct:3.6],Vagina=[count:1=pct:1.8],Esophagus=[count:1=pct:0.2],Blood=[count:1=pct:0.6],Breast=[count:1=pct:0.9],Adrenal_Gland=[count:1=pct:1.2],Whole_Blood=[count:1=pct:0.8],Salivary_Gland=[count:1=pct:2.6],Thyroid=[count:1=pct:0.6]
IGKV3D-11--AC096579.7	Lung=[count:2=pct:1.2]
