id	geneID	symbol	geneName	otherID	species	humanOrtho	authority	version_date
13944	10825	NEU3	sialidase 3 (membrane sialidase)	NEU3	human	10825	atlas	20110725
13945	60682	SMAP1	small ArfGAP 1	SMAP1	human	60682	atlas	20110725
13946	10401	PIAS3	protein inhibitor of activated STAT, 3	PIAS3	human	10401	atlas	20110725
13947	26959	HBP1	HMG-box transcription factor 1	HBP1	human	26959	atlas	20110725
13948	142678	MIB2	mindbomb homolog 2 (Drosophila)	MIB2	human	142678	atlas	20110725
13949	64754	SMYD3	SET and MYND domain containing 3	SMYD3	human	64754	atlas	20110725
13950	150465	TTL	tubulin tyrosine ligase	TTL	human	150465	atlas	20110725
13951	79661	NEIL1	nei endonuclease VIII-like 1 (E. coli)	NEIL1	human	79661	atlas	20110725
13952	5326	PLAGL2	pleiomorphic adenoma gene-like 2	PLAGL2	human	5326	atlas	20110725
13953	50940	PDE11A	phosphodiesterase 11A	PDE11A	human	50940	atlas	20110725
13954	6464	SHC1	SHC (Src homology 2 domain containing) transforming protein 1	SHC1	human	6464	atlas	20110725
13955	55384	MEG3	maternally expressed 3 (non-protein coding)	MEG3	human	55384	atlas	20110725
13956	7869	SEMA3B	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B	SEMA3B	human	7869	atlas	20110725
13957	7074	TIAM1	T-cell lymphoma invasion and metastasis 1	TIAM1	human	7074	atlas	20110725
13958	124540	MSI2	musashi homolog 2 (Drosophila)	MSI2	human	124540	atlas	20110725
13959	6566	SLC16A1	solute carrier family 16, member 1 (monocarboxylic acid transporter 1)	SLC16A1	human	6566	atlas	20110725
13960	10514	MYBBP1A	MYB binding protein (P160) 1a	MYBBP1A	human	10514	atlas	20110725
13961	5330	PLCB2	phospholipase C, beta 2	PLCB2	human	5330	atlas	20110725
13962	284110	GSDMA	gasdermin A	GSDMA	human	284110	atlas	20110725
13963	10451	VAV3	vav 3 guanine nucleotide exchange factor	VAV3	human	10451	atlas	20110725
13964	284654	RSPO1	R-spondin 1	RSPO1	human	284654	atlas	20110725
13965	7113	TMPRSS2	transmembrane protease, serine 2	TMPRSS2	human	7113	atlas	20110725
13966	8204	NRIP1	nuclear receptor interacting protein 1	NRIP1	human	8204	atlas	20110725
13967	10272	FSTL3	follistatin-like 3 (secreted glycoprotein)	FSTL3	human	10272	atlas	20110725
13968	96459	FNIP1	folliculin interacting protein 1	FNIP1	human	96459	atlas	20110725
13969	51741	WWOX	WW domain containing oxidoreductase	WWOX	human	51741	atlas	20110725
13970	3169	FOXA1	forkhead box A1	FOXA1	human	3169	atlas	20110725
13971	2475	MTOR	mechanistic target of rapamycin (serine/threonine kinase)	MTOR	human	2475	atlas	20110725
13972	6424	SFRP4	secreted frizzled-related protein 4	SFRP4	human	6424	atlas	20110725
13973	10468	FST	follistatin	FST	human	10468	atlas	20110725
13974	2521	FUS	fused in sarcoma	FUS	human	2521	atlas	20110725
13975	2530	FUT8	fucosyltransferase 8 (alpha (1,6) fucosyltransferase)	FUT8	human	2530	atlas	20110725
13976	5997	RGS2	regulator of G-protein signaling 2, 24kDa	RGS2	human	5997	atlas	20110725
13977	10181	RBM5	RNA binding motif protein 5	RBM5	human	10181	atlas	20110725
13978	9846	GAB2	GRB2-associated binding protein 2	GAB2	human	9846	atlas	20110725
13979	60674	GAS5	growth arrest-specific 5 (non-protein coding)	GAS5	human	60674	atlas	20110725
13980	8522	GAS7	growth arrest-specific 7	GAS7	human	8522	atlas	20110725
13981	2624	GATA2	GATA binding protein 2	GATA2	human	2624	atlas	20110725
13982	7799	PRDM2	PR domain containing 2, with ZNF domain	PRDM2	human	7799	atlas	20110725
13983	2627	GATA6	GATA binding protein 6	GATA6	human	2627	atlas	20110725
13984	2633	GBP1	guanylate binding protein 1, interferon-inducible	GBP1	human	2633	atlas	20110725
13985	10562	OLFM4	olfactomedin 4	OLFM4	human	10562	atlas	20110725
13986	5047	PAEP	progestagen-associated endometrial protein	PAEP	human	5047	atlas	20110725
13987	9518	GDF15	growth differentiation factor 15	GDF15	human	9518	atlas	20110725
13988	2896	GRN	granulin	GRN	human	2896	atlas	20110725
13989	8328	GFI1B	growth factor independent 1B transcription repressor	GFI1B	human	8328	atlas	20110725
13990	51738	GHRL	ghrelin/obestatin prepropeptide	GHRL	human	51738	atlas	20110725
13991	4282	MIF	macrophage migration inhibitory factor (glycosylation-inhibiting factor)	MIF	human	4282	atlas	20110725
13992	2735	GLI1	GLI family zinc finger 1	GLI1	human	2735	atlas	20110725
13993	29997	GLTSCR2	glioma tumor suppressor candidate region gene 2	GLTSCR2	human	29997	atlas	20110725
13994	51199	NIN	ninein (GSK3B interacting protein)	NIN	human	51199	atlas	20110725
13995	2719	GPC3	glypican 3	GPC3	human	2719	atlas	20110725
13996	8833	GMPS	guanine monphosphate synthetase	GMPS	human	8833	atlas	20110725
13997	10399	GNB2L1	guanine nucleotide binding protein (G protein), beta polypeptide 2-like 1	GNB2L1	human	10399	atlas	20110725
13998	4915	NTRK2	neurotrophic tyrosine kinase, receptor, type 2	NTRK2	human	4915	atlas	20110725
13999	2262	GPC5	glypican 5	GPC5	human	2262	atlas	20110725
14000	10243	GPHN	gephyrin	GPHN	human	10243	atlas	20110725
14001	10457	GPNMB	glycoprotein (transmembrane) nmb	GPNMB	human	10457	atlas	20110725
14002	8111	GPR68	G protein-coupled receptor 68	GPR68	human	8111	atlas	20110725
14003	2887	GRB10	growth factor receptor-bound protein 10	GRB10	human	2887	atlas	20110725
14004	3651	PDX1	pancreatic and duodenal homeobox 1	PDX1	human	3651	atlas	20110725
14005	2956	MSH6	mutS homolog 6 (E. coli)	MSH6	human	2956	atlas	20110725
14006	5910	RAP1GDS1	RAP1, GTP-GDP dissociation stimulator 1	RAP1GDS1	human	5910	atlas	20110725
14007	3014	H2AFX	H2A histone family, member X	H2AFX	human	3014	atlas	20110725
14008	6019	RLN2	relaxin 2	RLN2	human	6019	atlas	20110725
14009	6692	SPINT1	serine peptidase inhibitor, Kunitz type 1	SPINT1	human	6692	atlas	20110725
14010	3037	HAS2	hyaluronan synthase 2	HAS2	human	3037	atlas	20110725
14011	3110	MNX1	motor neuron and pancreas homeobox 1	MNX1	human	3110	atlas	20110725
14012	5052	PRDX1	peroxiredoxin 1	PRDX1	human	5052	atlas	20110725
14013	51773	RSF1	remodeling and spacing factor 1	RSF1	human	51773	atlas	20110725
14014	5037	PEBP1	phosphatidylethanolamine binding protein 1	PEBP1	human	5037	atlas	20110725
14015	8841	HDAC3	histone deacetylase 3	HDAC3	human	8841	atlas	20110725
14016	4193	MDM2	Mdm2 p53 binding protein homolog (mouse)	MDM2	human	4193	atlas	20110725
14017	6938	TCF12	transcription factor 12	TCF12	human	6938	atlas	20110725
14018	22807	IKZF2	IKAROS family zinc finger 2 (Helios)	IKZF2	human	22807	atlas	20110725
14019	3077	HFE	hemochromatosis	HFE	human	3077	atlas	20110725
14020	5744	PTHLH	parathyroid hormone-like hormone	PTHLH	human	5744	atlas	20110725
14021	3090	HIC1	hypermethylated in cancer 1	HIC1	human	3090	atlas	20110725
14022	6596	HLTF	helicase-like transcription factor	HLTF	human	6596	atlas	20110725
14023	3092	HIP1	huntingtin interacting protein 1	HIP1	human	3092	atlas	20110725
14024	11012	KLK11	kallikrein-related peptidase 11	KLK11	human	11012	atlas	20110725
14025	182	JAG1	jagged 1	JAG1	human	182	atlas	20110725
14026	3714	JAG2	jagged 2	JAG2	human	3714	atlas	20110725
14027	79084	WDR77	WD repeat domain 77	WDR77	human	79084	atlas	20110725
14028	3131	HLF	hepatic leukemia factor	HLF	human	3131	atlas	20110725
14029	3159	HMGA1	high mobility group AT-hook 1	HMGA1	human	3159	atlas	20110725
14030	8091	HMGA2	high mobility group AT-hook 2	HMGA2	human	8091	atlas	20110725
14031	5378	PMS1	PMS1 postmeiotic segregation increased 1 (S. cerevisiae)	PMS1	human	5378	atlas	20110725
14032	30012	TLX3	T-cell leukemia homeobox 3	TLX3	human	30012	atlas	20110725
14033	3205	HOXA9	homeobox A9	HOXA9	human	3205	atlas	20110725
14034	3207	HOXA11	homeobox A11	HOXA11	human	3207	atlas	20110725
14035	3229	HOXC13	homeobox C13	HOXC13	human	3229	atlas	20110725
14036	5793	PTPRG	protein tyrosine phosphatase, receptor type, G	PTPRG	human	5793	atlas	20110725
14037	3265	HRAS	v-Ha-ras Harvey rat sarcoma viral oncogene homolog	HRAS	human	3265	atlas	20110725
14038	6495	SIX1	SIX homeobox 1	SIX1	human	6495	atlas	20110725
14039	4085	MAD2L1	MAD2 mitotic arrest deficient-like 1 (yeast)	MAD2L1	human	4085	atlas	20110725
14040	10808	HSPH1	heat shock 105kDa/110kDa protein 1	HSPH1	human	10808	atlas	20110725
14041	10131	TRAP1	TNF receptor-associated protein 1	TRAP1	human	10131	atlas	20110725
14042	30968	STOML2	stomatin (EPB72)-like 2	STOML2	human	30968	atlas	20110725
14043	51499	TRIAP1	TP53 regulated inhibitor of apoptosis 1	TRIAP1	human	51499	atlas	20110725
14044	3339	HSPG2	heparan sulfate proteoglycan 2	HSPG2	human	3339	atlas	20110725
14045	22801	ITGA11	integrin, alpha 11	ITGA11	human	22801	atlas	20110725
14046	55808	ST6GALNAC1	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1	ST6GALNAC1	human	55808	atlas	20110725
14047	6195	RPS6KA1	ribosomal protein S6 kinase, 90kDa, polypeptide 1	RPS6KA1	human	6195	atlas	20110725
14048	9928	KIF14	kinesin family member 14	KIF14	human	9928	atlas	20110725
14049	3364	HUS1	HUS1 checkpoint homolog (S. pombe)	HUS1	human	3364	atlas	20110725
14050	8692	HYAL2	hyaluronoglucosaminidase 2	HYAL2	human	8692	atlas	20110725
14051	6418	SET	SET nuclear oncogene	SET	human	6418	atlas	20110725
14052	10848	PPP1R13L	protein phosphatase 1, regulatory (inhibitor) subunit 13 like	PPP1R13L	human	10848	atlas	20110725
14053	6400	SEL1L	sel-1 suppressor of lin-12-like (C. elegans)	SEL1L	human	6400	atlas	20110725
14054	3400	ID4	inhibitor of DNA binding 4, dominant negative helix-loop-helix protein	ID4	human	3400	atlas	20110725
14055	169355	IDO2	indoleamine 2,3-dioxygenase 2	IDO2	human	169355	atlas	20110725
14056	3482	IGF2R	insulin-like growth factor 2 receptor	IGF2R	human	3482	atlas	20110725
14057	3492	IGH@	immunoglobulin heavy locus	IGH@	human	3492	atlas	20110725
14058	50802	IGK@	immunoglobulin kappa locus	IGK@	human	50802	atlas	20110725
14059	3535	IGL@	immunoglobulin lambda locus	IGL@	human	3535	atlas	20110725
14060	10320	IKZF1	IKAROS family zinc finger 1 (Ikaros)	IKZF1	human	10320	atlas	20110725
14061	50616	IL22	interleukin 22	IL22	human	50616	atlas	20110725
14062	50615	IL21R	interleukin 21 receptor	IL21R	human	50615	atlas	20110725
14063	51561	IL23A	interleukin 23, alpha subunit p19	IL23A	human	51561	atlas	20110725
14064	3562	IL3	interleukin 3 (colony-stimulating factor, multiple)	IL3	human	3562	atlas	20110725
14065	3622	ING2	inhibitor of growth family, member 2	ING2	human	3622	atlas	20110725
14066	51147	ING4	inhibitor of growth family, member 4	ING4	human	51147	atlas	20110725
14067	261729	STEAP2	six transmembrane epithelial antigen of the prostate 2	STEAP2	human	261729	atlas	20110725
14068	5971	RELB	v-rel reticuloendotheliosis viral oncogene homolog B	RELB	human	5971	atlas	20110725
14069	3659	IRF1	interferon regulatory factor 1	IRF1	human	3659	atlas	20110725
14070	3662	IRF4	interferon regulatory factor 4	IRF4	human	3662	atlas	20110725
14071	7033	TFF3	trefoil factor 3 (intestinal)	TFF3	human	7033	atlas	20110725
14072	3717	JAK2	Janus kinase 2	JAK2	human	3717	atlas	20110725
14073	5599	MAPK8	mitogen-activated protein kinase 8	MAPK8	human	5599	atlas	20110725
14074	5601	MAPK9	mitogen-activated protein kinase 9	MAPK9	human	5601	atlas	20110725
14075	5602	MAPK10	mitogen-activated protein kinase 10	MAPK10	human	5602	atlas	20110725
14076	3726	JUNB	jun B proto-oncogene	JUNB	human	3726	atlas	20110725
14077	3727	JUND	jun D proto-oncogene	JUND	human	3727	atlas	20110725
14078	4087	SMAD2	SMAD family member 2	SMAD2	human	4087	atlas	20110725
14079	65268	WNK2	WNK lysine deficient protein kinase 2	WNK2	human	65268	atlas	20110725
14080	23157	SEPT6	septin 6	SEPT6	human	23157	atlas	20110725
14081	4735	SEPT2	septin 2	SEPT2	human	4735	atlas	20110725
14082	7248	TSC1	tuberous sclerosis 1	TSC1	human	7248	atlas	20110725
14083	5364	PLXNB1	plexin B1	PLXNB1	human	5364	atlas	20110725
14084	5909	RAP1GAP	RAP1 GTPase activating protein	RAP1GAP	human	5909	atlas	20110725
14085	9958	USP15	ubiquitin specific peptidase 15	USP15	human	9958	atlas	20110725
14086	23239	PHLPP1	PH domain and leucine rich repeat protein phosphatase 1	PHLPP1	human	23239	atlas	20110725
14087	9886	RHOBTB1	Rho-related BTB domain containing 1	RHOBTB1	human	9886	atlas	20110725
14088	23266	LPHN2	latrophilin 2	LPHN2	human	23266	atlas	20110725
14089	4591	TRIM37	tripartite motif containing 37	TRIM37	human	4591	atlas	20110725
14090	23035	PHLPP2	PH domain and leucine rich repeat protein phosphatase 2	PHLPP2	human	23035	atlas	20110725
14091	57504	MTA3	metastasis associated 1 family, member 3	MTA3	human	57504	atlas	20110725
14092	84441	MAML2	mastermind-like 2 (Drosophila)	MAML2	human	84441	atlas	20110725
14093	57787	MARK4	MAP/microtubule affinity-regulating kinase 4	MARK4	human	57787	atlas	20110725
14094	4254	KITLG	KIT ligand	KITLG	human	4254	atlas	20110725
14095	5655	KLK10	kallikrein-related peptidase 10	KLK10	human	5655	atlas	20110725
14096	5650	KLK7	kallikrein-related peptidase 7	KLK7	human	5650	atlas	20110725
14097	389692	MAFA	v-maf musculoaponeurotic fibrosarcoma oncogene homolog A (avian)	MAFA	human	389692	atlas	20110725
14098	3845	KRAS	v-Ki-ras2 Kirsten rat sarcoma viral oncogene homolog	KRAS	human	3845	atlas	20110725
14099	6789	STK4	serine/threonine kinase 4	STK4	human	6789	atlas	20110725
14100	8844	KSR1	kinase suppressor of ras 1	KSR1	human	8844	atlas	20110725
14101	3927	LASP1	LIM and SH3 protein 1	LASP1	human	3927	atlas	20110725
14102	3973	LHCGR	luteinizing hormone/choriogonadotropin receptor	LHCGR	human	3973	atlas	20110725
14103	3932	LCK	lymphocyte-specific protein tyrosine kinase	LCK	human	3932	atlas	20110725
14104	3936	LCP1	lymphocyte cytosolic protein 1 (L-plastin)	LCP1	human	3936	atlas	20110725
14105	4586	MUC5AC	mucin 5AC, oligomeric mucus/gel-forming	MUC5AC	human	4586	atlas	20110725
14106	11168	PSIP1	PC4 and SFRS1 interacting protein 1	PSIP1	human	11168	atlas	20110725
14107	10186	LHFP	lipoma HMGIC fusion partner	LHFP	human	10186	atlas	20110725
14108	8994	LIMD1	LIM domains containing 1	LIMD1	human	8994	atlas	20110725
14109	25800	SLC39A6	solute carrier family 39 (zinc transporter), member 6	SLC39A6	human	25800	atlas	20110725
14110	4005	LMO2	LIM domain only 2 (rhombotin-like 1)	LMO2	human	4005	atlas	20110725
14111	81607	PVRL4	poliovirus receptor-related 4	PVRL4	human	81607	atlas	20110725
14112	11065	UBE2C	ubiquitin-conjugating enzyme E2C	UBE2C	human	11065	atlas	20110725
14113	4015	LOX	lysyl oxidase	LOX	human	4015	atlas	20110725
14114	4017	LOXL2	lysyl oxidase-like 2	LOXL2	human	4017	atlas	20110725
14115	7069	THRSP	thyroid hormone responsive	THRSP	human	7069	atlas	20110725
14116	4026	LPP	LIM domain containing preferred translocation partner in lipoma	LPP	human	4026	atlas	20110725
14117	28992	MACROD1	MACRO domain containing 1	MACROD1	human	28992	atlas	20110725
14118	9961	MVP	major vault protein	MVP	human	9961	atlas	20110725
14119	4049	LTA	lymphotoxin alpha (TNF superfamily, member 1)	LTA	human	4049	atlas	20110725
14120	4308	TRPM1	transient receptor potential cation channel, subfamily M, member 1	TRPM1	human	4308	atlas	20110725
14121	4066	LYL1	lymphoblastic leukemia derived sequence 1	LYL1	human	4066	atlas	20110725
14122	4791	NFKB2	nuclear factor of kappa light polypeptide gene enhancer in B-cells 2 (p49/p100)	NFKB2	human	4791	atlas	20110725
14123	4118	MAL	mal, T-cell differentiation protein	MAL	human	4118	atlas	20110725
14124	57591	MKL1	megakaryoblastic leukemia (translocation) 1	MKL1	human	57591	atlas	20110725
14125	10892	MALT1	mucosa associated lymphoid tissue lymphoma translocation gene 1	MALT1	human	10892	atlas	20110725
14126	10988	METAP2	methionyl aminopeptidase 2	METAP2	human	10988	atlas	20110725
14127	6885	MAP3K7	mitogen-activated protein kinase kinase kinase 7	MAP3K7	human	6885	atlas	20110725
14128	4134	MAP4	microtubule-associated protein 4	MAP4	human	4134	atlas	20110725
14129	5603	MAPK13	mitogen-activated protein kinase 13	MAPK13	human	5603	atlas	20110725
14130	9261	MAPKAPK2	mitogen-activated protein kinase-activated protein kinase 2	MAPKAPK2	human	9261	atlas	20110725
14131	5268	SERPINB5	serpin peptidase inhibitor, clade B (ovalbumin), member 5	SERPINB5	human	5268	atlas	20110725
14132	5015	OTX2	orthodenticle homeobox 2	OTX2	human	5015	atlas	20110725
14133	4306	NR3C2	nuclear receptor subfamily 3, group C, member 2	NR3C2	human	4306	atlas	20110725
14134	9123	SLC16A3	solute carrier family 16, member 3 (monocarboxylic acid transporter 4)	SLC16A3	human	9123	atlas	20110725
14135	259283	MDS2	myelodysplastic syndrome 2 translocation associated	MDS2	human	259283	atlas	20110725
14136	63976	PRDM16	PR domain containing 16	PRDM16	human	63976	atlas	20110725
14137	4221	MEN1	multiple endocrine neoplasia I	MEN1	human	4221	atlas	20110725
14138	4233	MET	met proto-oncogene (hepatocyte growth factor receptor)	MET	human	4233	atlas	20110725
14139	6494	SIPA1	signal-induced proliferation-associated 1	SIPA1	human	6494	atlas	20110725
14140	5757	PTMA	prothymosin, alpha	PTMA	human	5757	atlas	20110725
14141	6760	SS18	synovial sarcoma translocation, chromosome 18	SS18	human	6760	atlas	20110725
14142	7443	VRK1	vaccinia related kinase 1	VRK1	human	7443	atlas	20110725
14143	6801	STRN	striatin, calmodulin binding protein	STRN	human	6801	atlas	20110725
14144	9966	TNFSF15	tumor necrosis factor (ligand) superfamily, member 15	TNFSF15	human	9966	atlas	20110725
14145	83881	MIXL1	Mix paired-like homeobox	MIXL1	human	83881	atlas	20110725
14146	5931	RBBP7	retinoblastoma binding protein 7	RBBP7	human	5931	atlas	20110725
14147	26872	STEAP1	six transmembrane epithelial antigen of the prostate 1	STEAP1	human	26872	atlas	20110725
14148	51450	PRRX2	paired related homeobox 2	PRRX2	human	51450	atlas	20110725
14149	5027	P2RX7	purinergic receptor P2X, ligand-gated ion channel, 7	P2RX7	human	5027	atlas	20110725
14150	5524	PPP2R4	protein phosphatase 2A activator, regulatory subunit 4	PPP2R4	human	5524	atlas	20110725
14151	9414	TJP2	tight junction protein 2 (zona occludens 2)	TJP2	human	9414	atlas	20110725
14152	65997	RASL11B	RAS-like, family 11, member B	RASL11B	human	65997	atlas	20110725
14153	4982	TNFRSF11B	tumor necrosis factor receptor superfamily, member 11b	TNFRSF11B	human	4982	atlas	20110725
14154	399694	SHC4	SHC (Src homology 2 domain containing) family, member 4	SHC4	human	399694	atlas	20110725
14155	9168	TMSB10	thymosin beta 10	TMSB10	human	9168	atlas	20110725
14156	6286	S100P	S100 calcium binding protein P	S100P	human	6286	atlas	20110725
14157	406903	MIR10B	microRNA 10b	MIR10B	human	406903	atlas	20110725
14158	406910	MIR125A	microRNA 125a	MIR125A	human	406910	atlas	20110725
14159	406911	MIR125B1	microRNA 125b-1	MIR125B1	human	406911	atlas	20110725
14160	406912	MIR125B2	microRNA 125b-2	MIR125B2	human	406912	atlas	20110725
14161	406991	MIR21	microRNA 21	MIR21	human	406991	atlas	20110725
14162	407006	MIR221	microRNA 221	MIR221	human	407006	atlas	20110725
14163	407007	MIR222	microRNA 222	MIR222	human	407007	atlas	20110725
14164	407043	MIR7-1	microRNA 7-1	MIR7-1	human	407043	atlas	20110725
14165	4291	MLF1	myeloid leukemia factor 1	MLF1	human	4291	atlas	20110725
14166	4583	MUC2	mucin 2, oligomeric mucus/gel-forming	MUC2	human	4583	atlas	20110725
14167	5728	PTEN	phosphatase and tensin homolog	PTEN	human	5728	atlas	20110725
14168	4320	MMP11	matrix metallopeptidase 11 (stromelysin 3)	MMP11	human	4320	atlas	20110725
14169	4323	MMP14	matrix metallopeptidase 14 (membrane-inserted)	MMP14	human	4323	atlas	20110725
14170	7468	WHSC1	Wolf-Hirschhorn syndrome candidate 1	WHSC1	human	7468	atlas	20110725
14171	4330	MN1	meningioma (disrupted in balanced translocation) 1	MN1	human	4330	atlas	20110725
14172	5320	PLA2G2A	phospholipase A2, group IIA (platelets, synovial fluid)	PLA2G2A	human	5320	atlas	20110725
14173	4478	MSN	moesin	MSN	human	4478	atlas	20110725
14174	9112	MTA1	metastasis associated 1	MTA1	human	9112	atlas	20110725
14175	4524	MTHFR	methylenetetrahydrofolate reductase (NAD(P)H)	MTHFR	human	4524	atlas	20110725
14176	140453	MUC17	mucin 17, cell surface associated	MUC17	human	140453	atlas	20110725
14177	4585	MUC4	mucin 4, cell surface associated	MUC4	human	4585	atlas	20110725
14178	4588	MUC6	mucin 6, oligomeric mucus/gel-forming	MUC6	human	4588	atlas	20110725
14179	4595	MUTYH	mutY homolog (E. coli)	MUTYH	human	4595	atlas	20110725
14180	4601	MXI1	MAX interactor 1	MXI1	human	4601	atlas	20110725
14181	4613	MYCN	v-myc myelocytomatosis viral related oncogene, neuroblastoma derived (avian)	MYCN	human	4613	atlas	20110725
14182	26579	MYEOV	myeloma overexpressed (in a subset of t(11;14) positive multiple myelomas)	MYEOV	human	26579	atlas	20110725
14183	4629	MYH11	myosin, heavy chain 11, smooth muscle	MYH11	human	4629	atlas	20110725
14184	4627	MYH9	myosin, heavy chain 9, non-muscle	MYH9	human	4627	atlas	20110725
14185	5371	PML	promyelocytic leukemia	PML	human	5371	atlas	20110725
14186	171024	SYNPO2	synaptopodin 2	SYNPO2	human	171024	atlas	20110725
14187	4683	NBN	nibrin	NBN	human	4683	atlas	20110725
14188	51517	NCKIPSD	NCK interacting protein with SH3 domain	NCKIPSD	human	51517	atlas	20110725
14189	6285	S100B	S100 calcium binding protein B	S100B	human	6285	atlas	20110725
14190	7170	TPM3	tropomyosin 3	TPM3	human	7170	atlas	20110725
14191	6591	SNAI2	snail homolog 2 (Drosophila)	SNAI2	human	6591	atlas	20110725
14192	4916	NTRK3	neurotrophic tyrosine kinase, receptor, type 3	NTRK3	human	4916	atlas	20110725
14193	4763	NF1	neurofibromin 1	NF1	human	4763	atlas	20110725
14194	4771	NF2	neurofibromin 2 (merlin)	NF2	human	4771	atlas	20110725
14195	4790	NFKB1	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1	NFKB1	human	4790	atlas	20110725
14196	5970	RELA	v-rel reticuloendotheliosis viral oncogene homolog A (avian)	RELA	human	5970	atlas	20110725
14197	6528	SLC5A5	solute carrier family 5 (sodium iodide symporter), member 5	SLC5A5	human	6528	atlas	20110725
14198	6863	TAC1	tachykinin, precursor 1	TAC1	human	6863	atlas	20110725
14199	4821	NKX2-2	NK2 homeobox 2	NKX2-2	human	4821	atlas	20110725
14200	4836	NMT1	N-myristoyltransferase 1	NMT1	human	4836	atlas	20110725
14201	4841	NONO	non-POU domain containing, octamer-binding	NONO	human	4841	atlas	20110725
14202	4851	NOTCH1	notch 1	NOTCH1	human	4851	atlas	20110725
14203	4886	NPY1R	neuropeptide Y receptor Y1	NPY1R	human	4886	atlas	20110725
14204	4852	NPY	neuropeptide Y	NPY	human	4852	atlas	20110725
14205	5468	PPARG	peroxisome proliferator-activated receptor gamma	PPARG	human	5468	atlas	20110725
14206	4893	NRAS	neuroblastoma RAS viral (v-ras) oncogene homolog	NRAS	human	4893	atlas	20110725
14207	5978	REST	RE1-silencing transcription factor	REST	human	5978	atlas	20110725
14208	64324	NSD1	nuclear receptor binding SET domain protein 1	NSD1	human	64324	atlas	20110725
14209	54904	WHSC1L1	Wolf-Hirschhorn syndrome candidate 1-like 1	WHSC1L1	human	54904	atlas	20110725
14210	4926	NUMA1	nuclear mitotic apparatus protein 1	NUMA1	human	4926	atlas	20110725
14211	5903	RANBP2	RAN binding protein 2	RANBP2	human	5903	atlas	20110725
14212	4928	NUP98	nucleoporin 98kDa	NUP98	human	4928	atlas	20110725
14213	4978	OPCML	opioid binding protein/cell adhesion molecule-like	OPCML	human	4978	atlas	20110725
14214	220064	ORAOV1	oral cancer overexpressed 1	ORAOV1	human	220064	atlas	20110725
14215	64783	RBM15	RNA binding motif protein 15	RBM15	human	64783	atlas	20110725
14216	7705	ZNF146	zinc finger protein 146	ZNF146	human	7705	atlas	20110725
14217	5293	PIK3CD	phosphoinositide-3-kinase, catalytic, delta polypeptide	PIK3CD	human	5293	atlas	20110725
14218	7157	TP53	tumor protein p53	TP53	human	7157	atlas	20110725
14219	5076	PAX2	paired box 2	PAX2	human	5076	atlas	20110725
14220	5083	PAX9	paired box 9	PAX9	human	5083	atlas	20110725
14221	5074	PAWR	PRKC, apoptosis, WT1, regulator	PAWR	human	5074	atlas	20110725
14222	8643	PTCH2	patched 2	PTCH2	human	8643	atlas	20110725
14223	7849	PAX8	paired box 8	PAX8	human	7849	atlas	20110725
14224	5087	PBX1	pre-B-cell leukemia homeobox 1	PBX1	human	5087	atlas	20110725
14225	5155	PDGFB	platelet-derived growth factor beta polypeptide	PDGFB	human	5155	atlas	20110725
14226	5292	PIM1	pim-1 oncogene	PIM1	human	5292	atlas	20110725
14227	23236	PLCB1	phospholipase C, beta 1 (phosphoinositide-specific)	PLCB1	human	23236	atlas	20110725
14228	5587	PRKD1	protein kinase D1	PRKD1	human	5587	atlas	20110725
14229	5324	PLAG1	pleiomorphic adenoma gene 1	PLAG1	human	5324	atlas	20110725
14230	5333	PLCD1	phospholipase C, delta 1	PLCD1	human	5333	atlas	20110725
14231	5337	PLD1	phospholipase D1, phosphatidylcholine-specific	PLD1	human	5337	atlas	20110725
14232	5347	PLK1	polo-like kinase 1	PLK1	human	5347	atlas	20110725
14233	7704	ZBTB16	zinc finger and BTB domain containing 16	ZBTB16	human	7704	atlas	20110725
14234	9185	REPS2	RALBP1 associated Eps domain containing 2	REPS2	human	9185	atlas	20110725
14235	5429	POLH	polymerase (DNA directed), eta	POLH	human	5429	atlas	20110725
14236	11281	POU6F2	POU class 6 homeobox 2	POU6F2	human	11281	atlas	20110725
14237	5546	PRCC	papillary renal cell carcinoma (translocation-associated)	PRCC	human	5546	atlas	20110725
14238	5618	PRLR	prolactin receptor	PRLR	human	5618	atlas	20110725
14239	8000	PSCA	prostate stem cell antigen	PSCA	human	8000	atlas	20110725
14240	6421	SFPQ	splicing factor proline/glutamine-rich	SFPQ	human	6421	atlas	20110725
14241	6278	S100A7	S100 calcium binding protein A7	S100A7	human	6278	atlas	20110725
14242	8805	TRIM24	tripartite motif containing 24	TRIM24	human	8805	atlas	20110725
14243	5727	PTCH1	patched 1	PTCH1	human	5727	atlas	20110725
14244	11099	PTPN21	protein tyrosine phosphatase, non-receptor type 21	PTPN21	human	11099	atlas	20110725
14245	6688	SPI1	spleen focus forming virus (SFFV) proviral integration oncogene spi1	SPI1	human	6688	atlas	20110725
14246	5697	PYY	peptide YY	PYY	human	5697	atlas	20110725
14247	6240	RRM1	ribonucleotide reductase M1	RRM1	human	6240	atlas	20110725
14248	5883	RAD9A	RAD9 homolog A (S. pombe)	RAD9A	human	5883	atlas	20110725
