HGNC ID	Approved Symbol	Approved Name	Status	Previous Symbols	Synonyms	Chromosome	Accession Numbers	RefSeq IDs
HGNC:29835	NDUFA4P1	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4, 9kDa, pseudogene 1	Approved			1p13.3	AF206638	NG_002998
HGNC:31362	NDUFA4P2	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4, 9kDa, pseudogene 2	Approved	NDUFA4L	bcm1723	3q13.11		
HGNC:7688	NDUFA5	NADH:ubiquinone oxidoreductase subunit A5	Approved		B13, NUFM, CI-13KD-B, UQOR13, CI-13kB	7q31.33		NM_005000
HGNC:7689	NDUFA5P1	NADH:ubiquinone oxidoreductase subunit A5 pseudogene 1	Approved			11p15.4		
HGNC:48855	NDUFA5P2	NADH:ubiquinone oxidoreductase subunit A5 pseudogene 2	Approved			8q22.3		
HGNC:48845	NDUFA5P3	NADH:ubiquinone oxidoreductase subunit A5 pseudogene 3	Approved			9p22.1		
HGNC:48846	NDUFA5P4	NADH:ubiquinone oxidoreductase subunit A5 pseudogene 4	Approved			9p13.3		
HGNC:48847	NDUFA5P5	NADH:ubiquinone oxidoreductase subunit A5 pseudogene 5	Approved			3p11.1		
HGNC:48848	NDUFA5P6	NADH:ubiquinone oxidoreductase subunit A5 pseudogene 6	Approved			12q24.32		
HGNC:48849	NDUFA5P7	NADH:ubiquinone oxidoreductase subunit A5 pseudogene 7	Approved			Xq21.2		
HGNC:48850	NDUFA5P8	NADH:ubiquinone oxidoreductase subunit A5 pseudogene 8	Approved			11p15.4		
HGNC:48851	NDUFA5P9	NADH:ubiquinone oxidoreductase subunit A5 pseudogene 9	Approved			6q14.3		
HGNC:48852	NDUFA5P10	NADH:ubiquinone oxidoreductase subunit A5 pseudogene 10	Approved			1p13.3		
HGNC:48853	NDUFA5P11	NADH:ubiquinone oxidoreductase subunit A5 pseudogene 11	Approved			16q12.1		
HGNC:48854	NDUFA5P12	NADH:ubiquinone oxidoreductase subunit A5 pseudogene 12	Approved			8q11.1		
HGNC:7690	NDUFA6	NADH:ubiquinone oxidoreductase subunit A6	Approved		B14, LYRM6, CI-B14, NADHB14	22q13.2	AF047182	NM_002490
HGNC:45273	NDUFA6-AS1	NDUFA6 antisense RNA 1 (head to head)	Approved			22q13.2	BC039542	NR_034118
HGNC:7691	NDUFA7	NADH:ubiquinone oxidoreductase subunit A7	Approved		B14.5a	19p13.2	AF050637	NM_005001
HGNC:7692	NDUFA8	NADH:ubiquinone oxidoreductase subunit A8	Approved		PGIV, MGC793	9q33.2	AF044953	NM_014222
HGNC:52264	NDUFA8P1	NADH:ubiquinone oxidoreductase subunit A8 pseudogene 1	Approved			10q22.2		
HGNC:7693	NDUFA9	NADH:ubiquinone oxidoreductase subunit A9	Approved	NDUFS2L	SDR22E1, CI-39k	12p13.3	AF050641	NM_005002
HGNC:19252	NDUFA9P1	NADH:ubiquinone oxidoreductase subunit A9 pseudogene 1	Approved		dJ106I20.2	22q12.3	AF196991	NG_002366
HGNC:7684	NDUFA10	NADH:ubiquinone oxidoreductase subunit A10	Approved		CI-42k	2q37.3	AF087661	NM_004544
HGNC:20371	NDUFA11	NADH:ubiquinone oxidoreductase subunit A11	Approved		B14.7	19p13.3	AJ539081	NM_175614
HGNC:23987	NDUFA12	NADH:ubiquinone oxidoreductase subunit A12	Approved		DAP13, B17.2	12q22	BC005936	NM_018838
HGNC:39419	NDUFA12P1	NADH:ubiquinone oxidoreductase subunit A12 pseudogene 1	Approved			13q32.3		NG_027984
HGNC:17194	NDUFA13	NADH:ubiquinone oxidoreductase subunit A13	Approved		CGI-39, CDA016, GRIM-19, GRIM19, B16.6	19p13.11	AF261134	NM_015965
HGNC:7694	NDUFAB1	NADH:ubiquinone oxidoreductase subunit AB1	Approved		SDAP, FASN2A, ACP	16p12.3	AF087660	NM_005003
HGNC:52265	NDUFAB1P1	NADH:ubiquinone oxidoreductase subunit AB1 pseudogene 1	Approved			6q13		
HGNC:18828	NDUFAF1	NADH:ubiquinone oxidoreductase complex assembly factor 1	Approved		CIA30, CGI-65	15q11.2-q21.3	AF151823	NM_016013
HGNC:28086	NDUFAF2	NADH:ubiquinone oxidoreductase complex assembly factor 2	Approved	NDUFA12L	B17.2L, MMTN, mimitin	5q12.1	AB183433	NM_174889
HGNC:29918	NDUFAF3	NADH:ubiquinone oxidoreductase complex assembly factor 3	Approved	C3orf60	MGC10527, DKFZP564J0123, E3-3, 2P1	3p21.31		NM_199069
HGNC:21034	NDUFAF4	NADH:ubiquinone oxidoreductase complex assembly factor 4	Approved	C6orf66	HSPC125, bA22L21.1, My013, HRPAP20	6q16.3	AF161474	NM_014165
HGNC:44194	NDUFAF4P1	NADH:ubiquinone oxidoreductase complex assembly factor 4 pseudogene 1	Approved			15q21.1		NR_036507
HGNC:44541	NDUFAF4P2	NADH:ubiquinone oxidoreductase complex assembly factor 4 pseudogene 2	Approved			7q21.3		
HGNC:44542	NDUFAF4P3	NADH:ubiquinone oxidoreductase complex assembly factor 4 pseudogene 3	Approved			3p22.2		
HGNC:44543	NDUFAF4P4	NADH:ubiquinone oxidoreductase complex assembly factor 4 pseudogene 4	Approved			1q25.1		
HGNC:15899	NDUFAF5	NADH:ubiquinone oxidoreductase complex assembly factor 5	Approved	C20orf7	dJ842G6.1	20p12.1		NM_001039375
HGNC:28625	NDUFAF6	NADH:ubiquinone oxidoreductase complex assembly factor 6	Approved	C8orf38	MGC40214	8q22.1	BC028166	NM_152416
HGNC:28816	NDUFAF7	NADH:ubiquinone oxidoreductase complex assembly factor 7	Approved	C2orf56	PRO1853, MidA	2p22.2		NM_144736
HGNC:7695	NDUFB1	NADH:ubiquinone oxidoreductase subunit B1	Approved		MNLL, CI-MNLL	14q31.3	BC104672	NM_004545
HGNC:30893	NDUFB1P1	NADH:ubiquinone oxidoreductase subunit B1 pseudogene 1	Approved	NDUFB1P	bcm3095	3p21.31		NG_008709
HGNC:37815	NDUFB1P2	NADH:ubiquinone oxidoreductase subunit B1 pseudogene 2	Approved			1q41		NG_016728
HGNC:7697	NDUFB2	NADH:ubiquinone oxidoreductase subunit B2	Approved		AGGG, CI-AGGG	7q34	AF050639	NM_004546
HGNC:40396	NDUFB2-AS1	NDUFB2 antisense RNA 1	Approved			7q34	AK129584	NR_024454
HGNC:52266	NDUFB2P1	NADH:ubiquinone oxidoreductase subunit B2 pseudogene 2	Approved			4q32.1		
HGNC:7698	NDUFB3	NADH:ubiquinone oxidoreductase subunit B3	Approved		B12	2q33.1	AF047183	NM_002491
HGNC:13673	NDUFB3P1	NADH:ubiquinone oxidoreductase subunit B3 pseudogene 1	Approved			1p13.3		NG_000954
HGNC:13674	NDUFB3P2	NADH:ubiquinone oxidoreductase subunit B3 pseudogene 2	Approved			9q33.3		
HGNC:13675	NDUFB3P3	NADH:ubiquinone oxidoreductase subunit B3 pseudogene 3	Approved			14q22.1		
HGNC:13676	NDUFB3P4	NADH:ubiquinone oxidoreductase subunit B3 pseudogene 4	Approved			14q32.2		
HGNC:13677	NDUFB3P5	NADH:ubiquinone oxidoreductase subunit B3 pseudogene 5	Approved			Xq26.3-q27.3		NG_000958
HGNC:7699	NDUFB4	NADH:ubiquinone oxidoreductase subunit B4	Approved		B15	3q13.33	AF044957	NM_004547
HGNC:45248	NDUFB4P1	NADH:ubiquinone oxidoreductase subunit B4 pseudogene 1	Approved			3p14.1		NG_030111
HGNC:45250	NDUFB4P2	NADH:ubiquinone oxidoreductase subunit B4 pseudogene 2	Approved			5q11.2		
HGNC:45251	NDUFB4P3	NADH:ubiquinone oxidoreductase subunit B4 pseudogene 3	Approved			17p11.2		NG_030100
HGNC:45252	NDUFB4P4	NADH:ubiquinone oxidoreductase subunit B4 pseudogene 4	Approved			2p23.3		
HGNC:45253	NDUFB4P5	NADH:ubiquinone oxidoreductase subunit B4 pseudogene 5	Approved			2p11.2		
HGNC:45254	NDUFB4P6	NADH:ubiquinone oxidoreductase subunit B4 pseudogene 6	Approved			2q14.1		
HGNC:45255	NDUFB4P7	NADH:ubiquinone oxidoreductase subunit B4 pseudogene 7	Approved			2p11.2		
HGNC:45256	NDUFB4P8	NADH:ubiquinone oxidoreductase subunit B4 pseudogene 8	Approved			1p36.33		
HGNC:45257	NDUFB4P9	NADH:ubiquinone oxidoreductase subunit B4 pseudogene 9	Approved			4q31.1		
HGNC:45258	NDUFB4P10	NADH:ubiquinone oxidoreductase subunit B4 pseudogene 10	Approved			20q13.12		
HGNC:45259	NDUFB4P11	NADH:ubiquinone oxidoreductase subunit B4 pseudogene 11	Approved			14q32.32		
HGNC:45260	NDUFB4P12	NADH:ubiquinone oxidoreductase subunit B4 pseudogene 12	Approved			4p13		NG_030266
HGNC:7700	NDUFB5	NADH:ubiquinone oxidoreductase subunit B5	Approved		SGDH, CI-SGDH, MGC12314	3q27.1	AF047181	NM_002492
HGNC:52267	NDUFB5P1	NADH:ubiquinone oxidoreductase subunit B5 pseudogene 1	Approved			4q34.3		NG_022040
HGNC:52268	NDUFB5P2	NADH:ubiquinone oxidoreductase subunit B5 pseudogene 2	Approved			Xq21.33		NG_026737
HGNC:7701	NDUFB6	NADH:ubiquinone oxidoreductase subunit B6	Approved		B17, CI	9p13.2	AF035840	NM_002493
HGNC:7702	NDUFB7	NADH:ubiquinone oxidoreductase subunit B7	Approved		B18, CI-B18, MGC2480	19p13.12		NM_004146
HGNC:7703	NDUFB8	NADH:ubiquinone oxidoreductase subunit B8	Approved		ASHI, CI-ASHI	10q24.31	AF044958	NM_005004
HGNC:20023	NDUFB8P1	NADH:ubiquinone oxidoreductase subunit B8 pseudogene 1	Approved			14q24.3		NG_002595
HGNC:33978	NDUFB8P2	NADH:ubiquinone oxidoreductase subunit B8 pseudogene 2	Approved			17q23.1		XR_015999
HGNC:33979	NDUFB8P3	NADH:ubiquinone oxidoreductase subunit B8 pseudogene 3	Approved			11p13		
HGNC:7704	NDUFB9	NADH:ubiquinone oxidoreductase subunit B9	Approved		B22, UQOR22, LYRM3	8q24.13	AF044956	NM_005005
HGNC:52269	NDUFB9P1	NADH:ubiquinone oxidoreductase subunit B9 pseudogene 1	Approved			5q13.2		
HGNC:52270	NDUFB9P2	NADH:ubiquinone oxidoreductase subunit B9 pseudogene 2	Approved			7q32.3		NG_030054
HGNC:52271	NDUFB9P3	NADH:ubiquinone oxidoreductase subunit B9 pseudogene 3	Approved			8q23.2		NG_022402
HGNC:7696	NDUFB10	NADH:ubiquinone oxidoreductase subunit B10	Approved		PDSW	16p13.3	AF044954	NM_004548
HGNC:52272	NDUFB10P1	NADH:ubiquinone oxidoreductase subunit B10 pseudogene 1	Approved			15q21.3		NG_022109
HGNC:52273	NDUFB10P2	NADH:ubiquinone oxidoreductase subunit B10 pseudogene 2	Approved			7q34		
HGNC:20372	NDUFB11	NADH:ubiquinone oxidoreductase subunit B11	Approved		ESSS, NP17.3, Np15	Xp11.3	AF044213	NM_019056
HGNC:33980	NDUFB11P1	NADH:ubiquinone oxidoreductase subunit B11 pseudogene 1	Approved	NDUFB11P		11q14.3		NG_009688
HGNC:7705	NDUFC1	NADH:ubiquinone oxidoreductase subunit C1	Approved		KFYI	4q31.1	AF047184	NM_002494
HGNC:7706	NDUFC2	NADH:ubiquinone oxidoreductase subunit C2	Approved		B14.5b, HLC-1	11q14.1	AF087659	NM_004549
HGNC:42956	NDUFC2-KCTD14	NDUFC2-KCTD14 readthrough	Approved			11q14.1		
HGNC:7707	NDUFS1	NADH:ubiquinone oxidoreductase core subunit S1	Approved		CI-75k	2q33-q34		NM_005006
HGNC:7708	NDUFS2	NADH:ubiquinone oxidoreductase core subunit S2	Approved		CI-49	1q23.3	BC008868	NM_004550
HGNC:7709	NDUFS2L~withdrawn	symbol withdrawn, see NDUFA9	Symbol Withdrawn					
HGNC:7710	NDUFS3	NADH:ubiquinone oxidoreductase core subunit S3	Approved		CI-30	11p11.11	AF067139	NM_004551
HGNC:7711	NDUFS4	NADH:ubiquinone oxidoreductase subunit S4	Approved		AQDQ, CI-18	5q11.1	AF020351	NM_002495
HGNC:7712	NDUFS5	NADH:ubiquinone oxidoreductase subunit S5	Approved		CI-15k	1p34.2-p33	AF047434	NM_004552
HGNC:44039	NDUFS5P1	NADH:ubiquinone oxidoreductase subunit S5 pseudogene 1	Approved			6q23.3		
HGNC:44040	NDUFS5P2	NADH:ubiquinone oxidoreductase subunit S5 pseudogene 2	Approved			1p21.3		
HGNC:44041	NDUFS5P3	NADH:ubiquinone oxidoreductase subunit S5 pseudogene 3	Approved			1p32.3		
HGNC:44042	NDUFS5P4	NADH:ubiquinone oxidoreductase subunit S5 pseudogene 4	Approved			4q23		
HGNC:44043	NDUFS5P5	NADH:ubiquinone oxidoreductase subunit S5 pseudogene 5	Approved			4q26		
HGNC:44044	NDUFS5P6	NADH:ubiquinone oxidoreductase subunit S5 pseudogene 6	Approved			8q13.2		
HGNC:44045	NDUFS5P7	NADH:ubiquinone oxidoreductase subunit S5 pseudogene 7	Approved			17q11.2		
HGNC:7713	NDUFS6	NADH:ubiquinone oxidoreductase subunit S6	Approved		CI-13kA	5p15.33	BC038664	NM_004553
HGNC:52274	NDUFS6P1	NADH:ubiquinone oxidoreductase subunit S6 pseudogene 1	Approved			3q22.2		
HGNC:7714	NDUFS7	NADH:ubiquinone oxidoreductase core subunit S7	Approved		PSST, FLJ46880, FLJ45860, CI-20	19p13	AF115969	NM_024407
HGNC:7715	NDUFS8	NADH:ubiquinone oxidoreductase core subunit S8	Approved		TYKY, CI-23k	11q13.2	U65579	NM_002496
HGNC:7716	NDUFV1	NADH:ubiquinone oxidoreductase core subunit V1	Approved		CI-51K	11q13	AF092131	NM_007103
HGNC:7717	NDUFV2	NADH:ubiquinone oxidoreductase core subunit V2	Approved		CI-24k	18p11.22	X84421	NM_021074
HGNC:50826	NDUFV2-AS1	NDUFV2 antisense RNA 1	Approved			18p11.22		
HGNC:7718	NDUFV2P1	NADH:ubiquinone oxidoreductase core subunit V2 pseudogene 1	Approved			19q13.42	X84682	
HGNC:7719	NDUFV3	NADH:ubiquinone oxidoreductase subunit V3	Approved		CI-10k	21q22.3		
HGNC:30815	NEAT1	nuclear paraspeckle assembly transcript 1 (non-protein coding)	Approved	NCRNA00084	TncRNA, MENepsilon/beta, LINC00084, VINC	11q13.1	AF080092	NR_028272
HGNC:7720	NEB	nebulin	Approved	NEM2	NEB177D	2q22	X83957	NM_004543
HGNC:16932	NEBL	nebulette	Approved		LASP2, LNEBL	10p12	Y16241	NM_006393
HGNC:44899	NEBL-AS1	NEBL antisense RNA 1	Approved			10p12.31		NR_046283
HGNC:7721	NEC1~withdrawn	symbol withdrawn, see PCSK1	Symbol Withdrawn					
HGNC:7722	NEC2~withdrawn	symbol withdrawn, see PCSK2	Symbol Withdrawn					
HGNC:20983	NECAB1	N-terminal EF-hand calcium binding protein 1	Approved	EFCBP1		8q21.3	AF414126	NM_022351
HGNC:23746	NECAB2	N-terminal EF-hand calcium binding protein 2	Approved	EFCBP2		16q23.3-q24.1	AY299331	NM_019065
HGNC:15851	NECAB3	N-terminal EF-hand calcium binding protein 3	Approved	SYTIP2, APBA2BP	XB51, dJ63M2.4, NIP1, dJ63M2.5, EFCBP3	20q11.21	AB039947	
HGNC:24539	NECAP1	NECAP endocytosis associated 1	Approved		DKFZP566B183	12p13.31	AK074923	NM_015509
HGNC:43912	NECAP1P1	NECAP endocytosis associated 1 pseudogene 1	Approved			7p14.1		
HGNC:43913	NECAP1P2	NECAP endocytosis associated 1 pseudogene 2	Approved			2p13.1		
HGNC:25528	NECAP2	NECAP endocytosis associated 2	Approved		FLJ10420	1p36.13	AK021938	NM_018090
HGNC:9706	NECTIN1	nectin cell adhesion molecule 1	Approved	HVEC, ED4, PVRL1	PRR, PRR1, PVRR1, SK-12, HIgR, CLPED1, CD111, OFC7	11q23.3	X76400	
HGNC:9707	NECTIN2	nectin cell adhesion molecule 2	Approved	HVEB, PVRL2	PVRR2, PRR2, CD112	19q13.32	X80038	NM_002856
HGNC:17664	NECTIN3	nectin cell adhesion molecule 3	Approved	PVRL3	nectin-3, PPR3, PVRR3, DKFZP566B0846, CDw113, CD113	3q13	AF282874	NM_015480
HGNC:19688	NECTIN4	nectin cell adhesion molecule 4	Approved	PVRL4	nectin-4, PRR4, LNIR	1q23.3	AF426163	NM_030916
HGNC:7723	NEDD1	neural precursor cell expressed, developmentally down-regulated 1	Approved		GCP-WD, TUBGCP7	12q23.1		
HGNC:7725	NEDD2~withdrawn	symbol withdrawn, see CASP2	Symbol Withdrawn					
HGNC:7726	NEDD3~withdrawn	symbol withdrawn, see DRG1	Symbol Withdrawn					
HGNC:7727	NEDD4	neural precursor cell expressed, developmentally down-regulated 4, E3 ubiquitin protein ligase	Approved		KIAA0093, MGC176705, NEDD4-1, RPF1	15q	D42055	NM_198400
HGNC:7728	NEDD4L	neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase	Approved		KIAA0439, RSP5, NEDD4-2	18q21.31	AF210730	
HGNC:7730	NEDD6~withdrawn	symbol withdrawn, see RPL10A	Symbol Withdrawn					
HGNC:7731	NEDD7~withdrawn	symbol withdrawn, see DNAJA1	Symbol Withdrawn					
HGNC:7732	NEDD8	neural precursor cell expressed, developmentally down-regulated 8	Approved		Nedd-8	14q11.2	D23662	NM_006156
HGNC:39551	NEDD8-MDP1	NEDD8-MDP1 readthrough	Approved			14q12		NM_001199823.1
HGNC:7733	NEDD9	neural precursor cell expressed, developmentally down-regulated 9	Approved		HEF1, CAS-L, CASS2	6p24.2	L43821	NM_006403
HGNC:7724	NEDD10~withdrawn	symbol withdrawn, see ZNF618	Symbol Withdrawn					
HGNC:7735	NEF4~withdrawn	symbol withdrawn, see PRPH	Symbol Withdrawn					
HGNC:7736	NEF5~withdrawn	symbol withdrawn, see INA	Symbol Withdrawn					
HGNC:7737	NEFH	neurofilament, heavy polypeptide	Approved			22q12.2		NM_021076
HGNC:7738	NEFHP1	neurofilament, heavy polypeptide pseudogene 1	Approved	NEFHL		1p13.1		
HGNC:7739	NEFL	neurofilament, light polypeptide	Approved		NFL, CMT1F, CMT2E, NF68, PPP1R110	8p21.2		NM_006158
HGNC:7740	NEFLL1~withdrawn	entry withdrawn	Entry Withdrawn					
HGNC:7741	NEFLL2~withdrawn	entry withdrawn	Entry Withdrawn					
HGNC:37662	NEFLP1	neurofilament, light polypeptide pseudogene 1	Approved			Yq11.223		NG_002813
HGNC:7734	NEFM	neurofilament, medium polypeptide	Approved	NEF3	NFM, NF-M	8p21	BC002421	NM_005382
HGNC:45030	NEFMP1	neurofilament, medium polypeptide pseudogene 1	Approved			10q21.1		NG_025505
HGNC:7742	NEGF1~withdrawn	symbol withdrawn, see PTN	Symbol Withdrawn					
HGNC:7743	NEGF2~withdrawn	symbol withdrawn, see MDK	Symbol Withdrawn					
HGNC:17302	NEGR1	neuronal growth regulator 1	Approved		KILON, MGC46680, Ntra, IGLON4	1p31.1	AK092307	NM_173808
HGNC:43593	NEGR1-AS1~withdrawn	entry withdrawn	Entry Withdrawn					
HGNC:41432	NEGR1-IT1	NEGR1 intronic transcript 1	Approved			1p31.1	BC042082	
HGNC:18448	NEIL1	nei like DNA glycosylase 1	Approved		FLJ22402, hFPG1, NEI1, FPG1	15q33.33	AK026055	NM_024608
HGNC:18956	NEIL2	nei like DNA glycosylase 2	Approved		NEH2, FLJ31644, MGC2832, MGC4505	8p23.1	AK056206	NM_145043
HGNC:24573	NEIL3	nei like DNA glycosylase 3	Approved		FLJ10858, hFPG2, FPG2, hNEI3, ZGRF3	4q34	AB079071	NM_018248
HGNC:7744	NEK1	NIMA related kinase 1	Approved		NY-REN-55, KIAA1901	4q32.3	AB067488	
HGNC:7745	NEK2	NIMA related kinase 2	Approved		NLK1, NEK2A, RP67, PPP1R111	1q32.3	U11050	NM_002497
HGNC:19272	NEK2P1	NEK2 pseudogene 1	Approved	NEK2P		14q11.2		NG_002554
HGNC:37816	NEK2P2	NEK2 pseudogene 2	Approved			22q11.1		NG_016726
HGNC:37817	NEK2P3	NEK2 pseudogene 3	Approved			14q11.1		NG_007923
HGNC:37818	NEK2P4	NEK2 pseudogene 4	Approved			2q21.1		NG_016766
HGNC:7746	NEK3	NIMA related kinase 3	Approved		HSPK36, MGC29949	13q14.2-q21.1	AK290259, BC019916	
HGNC:11399	NEK4	NIMA related kinase 4	Approved	STK2	NRK2, pp12301	3p21.1	L20321	NM_003157
HGNC:39649	NEK4P1	NIMA-related kinase 4 pseudogene 1	Approved			21q21.1		
HGNC:39650	NEK4P2	NIMA-related kinase 4 pseudogene 2	Approved			17p11.2		NG_026146
HGNC:39651	NEK4P3	NIMA-related kinase 4 pseudogene 3	Approved			10q21.3		NG_025511
HGNC:7748	NEK5	NIMA related kinase 5	Approved			13q14.2	BC063885	NM_199289
HGNC:7749	NEK6	NIMA related kinase 6	Approved		SID6-1512	9q33.3-q34.11	AF087909	NM_014397
HGNC:13386	NEK7	NIMA related kinase 7	Approved			1q31.3	AB062450	NM_133494
HGNC:13387	NEK8	NIMA related kinase 8	Approved		NPHP9	17q11.1	AY267371	
HGNC:18591	NEK9	NIMA related kinase 9	Approved		Nek8, NERCC, DKFZp434D0935, MGC16714	14q24.2	AY048580	NM_033116
HGNC:18592	NEK10	NIMA related kinase 10	Approved		FLJ32685	3p24.1	AK123061, AK057247	NM_152534
HGNC:18593	NEK11	NIMA related kinase 11	Approved		FLJ23495	3q22.1	AK027148	NM_024800
HGNC:12768	NELFA	negative elongation factor complex member A	Approved	WHSC2	NELF-A	4p16.3	AF101434	NM_005663
HGNC:24324	NELFB	negative elongation factor complex member B	Approved	COBRA1	KIAA1182, NELF-B	9q34	AF464935	NM_015456
HGNC:15934	NELFCD	negative elongation factor complex member C/D	Approved	TH1L	HSPC130, TH1, NELF-C, NELF-D	20q13	AF161479	NM_198976
HGNC:13974	NELFE	negative elongation factor complex member E	Approved	RDBP	RD, D6S45, NELF-E, RDP	6p21.3	M33230	
HGNC:7750	NELL1	neural EGFL like 1	Approved		IDH3GL, FLJ45906	11p15.1	AK127805	NM_006157
HGNC:7751	NELL2	neural EGFL like 2	Approved		NRP2	12q12	D83018	NM_006159
HGNC:7752	NEM1~withdrawn	symbol withdrawn, see TPM3	Symbol Withdrawn					
HGNC:7753	NEM2~withdrawn	symbol withdrawn, see NEB	Symbol Withdrawn					
HGNC:10663	NEMF	nuclear export mediator factor	Approved	SDCCAG1	NY-CO-1, FLJ10051	14q21.3	AF039687	NM_004713
HGNC:29001	NEMP1	nuclear envelope integral membrane protein 1	Approved	TMEM194, TMEM194A	KIAA0286	12q13.3	AB006624	NM_015257
HGNC:33700	NEMP2	nuclear envelope integral membrane protein 2	Approved	TMEM194B		2q32.2		XM_001723498
HGNC:30384	NENF	neudesin neurotrophic factor	Approved		CIR2, SCIRP10, SPUF	1q32.3		NM_013349
HGNC:50298	NENFP1	neudesin neurotrophic factor pseudogene 1	Approved			1p33		
HGNC:50299	NENFP2	neudesin neurotrophic factor pseudogene 2	Approved			12q23.2		
HGNC:50300	NENFP3	neudesin neurotrophic factor pseudogene 3	Approved			5p15.2		
HGNC:7754	NEO1	neogenin 1	Approved		NGN, HsT17534, IGDCC2, NTN1R2	15q22.3-q23	U61262	NM_002499
HGNC:33184	NEPNP	nephrocan, pseudogene	Approved		NPN, NEPN	6q22.2		NG_008306
HGNC:7755	NEP~withdrawn	symbol withdrawn, see DDR1	Symbol Withdrawn					
HGNC:7756	NES	nestin	Approved		FLJ21841	1q23	X65964	NM_006617
HGNC:14592	NET1	neuroepithelial cell transforming 1	Approved		ARHGEF8, NET1A	10p15	AJ010046	NM_005863
HGNC:7757	NET1~withdrawn	symbol withdrawn, see SLC6A5	Symbol Withdrawn					
HGNC:13823	NETO1	neuropilin and tolloid like 1	Approved		BTCL1, BCTL1	18q22.2	AF448838	NM_138999
HGNC:14644	NETO2	neuropilin and tolloid like 2	Approved		FLJ10430, NEOT2	16q11.2	AK001292	NM_018092
HGNC:7758	NEU1	neuraminidase 1 (lysosomal sialidase)	Approved	NEU		6p21	AF040958	
HGNC:7759	NEU2	neuraminidase 2 (cytosolic sialidase)	Approved		SIAL2	2q37	Y16535	NM_005383
HGNC:7760	NEU3	neuraminidase 3 (membrane sialidase)	Approved			11q13.5	AB008185	NM_006656
HGNC:21328	NEU4	neuraminidase 4 (sialidase)	Approved			2q37.3	BC012899	NM_080741
HGNC:7761	NEURL1	neuralized E3 ubiquitin protein ligase 1	Approved	NEURL	h-neu, RNF67, neu-1	10q25.1	U87864	
HGNC:51220	NEURL1-AS1	NEURL1 antisense RNA 1	Approved			10q24.33	AA399019	NR_120675
HGNC:35422	NEURL1B	neuralized E3 ubiquitin protein ligase 1B	Approved		DKFZP761M1511, Neur2	5q35.1		
HGNC:16156	NEURL2	neuralized E3 ubiquitin protein ligase 2	Approved	C20orf163	dJ337O18.6, FLJ30259, Ozz, Ozz-E3	20q13.12	AL008726	
HGNC:25162	NEURL3	neuralized E3 ubiquitin protein ligase 3	Approved		Lincr, LOC93082	2q11.2		NM_138397
HGNC:34410	NEURL4	neuralized E3 ubiquitin protein ligase 4	Approved		KIAA1787	17p13		NM_032442
HGNC:7762	NEUROD1	neuronal differentiation 1	Approved	NEUROD	BETA2, BHF-1, NeuroD, bHLHa3, MODY6	2q32	U50823	NM_002500
HGNC:7763	NEUROD2	neuronal differentiation 2	Approved		NDRF, bHLHa1	17q12	U58681	NM_006160
HGNC:14080	NEUROD3~withdrawn	symbol withdrawn, see NEUROG1	Symbol Withdrawn					
HGNC:13802	NEUROD4	neuronal differentiation 4	Approved		Atoh3, ATH-3, MATH-3, bHLHa4	12q13.13	AF203901	
HGNC:13804	NEUROD6	neuronal differentiation 6	Approved		Atoh2, NEX1M, Math-2, bHLHa2, Nex1	7p15.1	AF248954	NM_022728
HGNC:7764	NEUROG1	neurogenin 1	Approved	NEUROD3	AKA, Math4C, ngn1, bHLHa6	5q23-q31	U63842	NM_006161
HGNC:13805	NEUROG2	neurogenin 2	Approved		Atoh4, Math4A, ngn-2, bHLHa8, NGN2	4q25	AF303002	NM_024019
HGNC:13806	NEUROG3	neurogenin 3	Approved		Atoh5, Math4B, ngn3, bHLHa7	10q21.3	AJ133776	NM_020999
HGNC:29557	NEXN	nexilin F-actin binding protein	Approved		nexilin, NELIN	1p31.1	AK057954	NM_144573
HGNC:31983	NEXN-AS1	NEXN antisense RNA 1	Approved	C1orf118	FLJ90637	1p31.1	AK075118	NM_199343
HGNC:7765	NF1	neurofibromin 1	Approved			17q11.2		NM_000267
HGNC:7768	NF1L3~withdrawn	entry withdrawn	Entry Withdrawn					
HGNC:7772	NF1P1	neurofibromin 1 pseudogene 1	Approved		NF1HHS	15q11.2	U35691	
HGNC:38664	NF1P2	neurofibromin 1 pseudogene 2	Approved			15q11.2	M84131	
HGNC:7766	NF1P3	neurofibromin 1 pseudogene 3	Approved	NF1L1		21q11.2	D26141	NG_009867
HGNC:7769	NF1P4	neurofibromin 1 pseudogene 4	Approved	NF1L4		14q11.2	U35690	NG_007891
HGNC:7770	NF1P5	neurofibromin 1 pseudogene 5	Approved	NF1L5		18p11.21	U35689, U35688	NG_007889
HGNC:7771	NF1P6	neurofibromin 1 pseudogene 6	Approved	NF1L6	Em:AP000532.C22.1	22q11.1	U35692	NG_007890
HGNC:34230	NF1P7	neurofibromin 1 pseudogene 7	Approved	NF1L7		14q11.2		NG_007892
HGNC:7767	NF1P8	neurofibromin 1 pseudogene 8	Approved	NF1L2		2q21.2	U35697	NG_007888
HGNC:51736	NF1P9	neurofibromin 1 pseudogene 9	Approved			15q11.2		
HGNC:51737	NF1P10	neurofibromin 1 pseudogene 10	Approved			14q11.2		
